image_id,question,answer,path
81UMw96Q7OL,What is the color of the leaves?,Green,44/44b8b019.jpg
81UMw96Q7OL,Are there drops on the leaves?,Yes,44/44b8b019.jpg
81UMw96Q7OL,What is the item?,Case,44/44b8b019.jpg
81UMw96Q7OL,Is the item 3D?,Yes,44/44b8b019.jpg
81UMw96Q7OL,What is printed on the cover?,Leaves,44/44b8b019.jpg
81kyR6s99yL,What is the color of the necklace?,Rose-gold,f9/f9385d38.jpg
81kyR6s99yL,What type of stones are on the necklace?,Diamonds,f9/f9385d38.jpg
81kyR6s99yL,What is the necklace's style?,Tennis,f9/f9385d38.jpg
81kyR6s99yL,What item is shown?,Necklace,f9/f9385d38.jpg
81kyR6s99yL,How many strands are visible?,One,f9/f9385d38.jpg
71fk+2A-BuL,What color is on the right?,Red,a0/a0dc87bb.jpg
71fk+2A-BuL,What is the case's pattern?,Abstract,a0/a0dc87bb.jpg
71fk+2A-BuL,What is above the black part?,Yellow,a0/a0dc87bb.jpg
71fk+2A-BuL,What is the main color?,Yellow,a0/a0dc87bb.jpg
71fk+2A-BuL,What color are the lines?,Red,a0/a0dc87bb.jpg
71FFxVAZviL,What is the background color?,Blue,3c/3c5b50ef.jpg
71FFxVAZviL,What is the butterfly's color?,Teal,3c/3c5b50ef.jpg
71FFxVAZviL,What animal is printed on the case?,Butterfly,3c/3c5b50ef.jpg
71FFxVAZviL,Are there sparkles present?,Yes,3c/3c5b50ef.jpg
71FFxVAZviL,What type of object is this?,Case,3c/3c5b50ef.jpg
719vW-ko0DL,What is written in yellow?,Enjoy,02/028022f2.jpg
719vW-ko0DL,What is the product's shape?,Rectangle,02/028022f2.jpg
719vW-ko0DL,What type of product is this?,Case,02/028022f2.jpg
719vW-ko0DL,What color is the case?,Purple,02/028022f2.jpg
719vW-ko0DL,What word is after 'your'?,Own,02/028022f2.jpg
81XN9Mr2ljL,What color is the background?,Black,01/01bd5c1d.jpg
81XN9Mr2ljL,What shape is the main pattern?,Floral,01/01bd5c1d.jpg
81XN9Mr2ljL,What is the item?,Case,01/01bd5c1d.jpg
81XN9Mr2ljL,Is the design detailed?,Yes,01/01bd5c1d.jpg
81XN9Mr2ljL,What is the pattern color?,White,01/01bd5c1d.jpg
81-uKSSKY5L,What color is the shoe?,Blue,61/612844de.jpg
81-uKSSKY5L,What is the shoe's heel type?,Block,61/612844de.jpg
81-uKSSKY5L,What type of footwear is this?,Boot,61/612844de.jpg
81-uKSSKY5L,What material does the shoe appear to be?,Suede,61/612844de.jpg
81-uKSSKY5L,How many shoes are shown?,One,61/612844de.jpg
5158JV76ujL,What is the case's design?,Triangles,fc/fc8a2b99.jpg
5158JV76ujL,How many camera holes are there?,Four,fc/fc8a2b99.jpg
5158JV76ujL,What is the predominant color?,Multicolor,fc/fc8a2b99.jpg
5158JV76ujL,What is the shape covering the case?,Triangles,fc/fc8a2b99.jpg
5158JV76ujL,What is the case material?,Silicon,fc/fc8a2b99.jpg
71auAxbt-LL,What color is the case?,Black,5a/5abe2709.jpg
71auAxbt-LL,What is the cover material?,Leather,5a/5abe2709.jpg
71auAxbt-LL,Does it have a clasp?,Yes,5a/5abe2709.jpg
71auAxbt-LL,What shape is the camera opening?,Round,5a/5abe2709.jpg
71auAxbt-LL,Is the case open or closed?,Both,5a/5abe2709.jpg
91GWvG-9PxL,What is the brand name?,Vedaka,1b/1b8e2421.jpg
91GWvG-9PxL,What is the product?,Clove,1b/1b8e2421.jpg
91GWvG-9PxL,What is the color of clove?,Brown,1b/1b8e2421.jpg
91GWvG-9PxL,Are the cloves whole?,Yes,1b/1b8e2421.jpg
91GWvG-9PxL,What are cloves used for?,Spices,1b/1b8e2421.jpg
71E+Lh0qVPL,What color is the boot?,Beige,43/431ce891.jpg
71E+Lh0qVPL,What is the product type?,Boot,43/431ce891.jpg
71E+Lh0qVPL,Are the laces tied?,No,43/431ce891.jpg
71E+Lh0qVPL,How many boots are visible?,One,43/431ce891.jpg
71E+Lh0qVPL,What is the sole color?,Black,43/431ce891.jpg
71jrGZ7BYYL,What word is below 'GIRL'?,Magic,d0/d0421259.jpg
71jrGZ7BYYL,What color is the case?,White,d0/d0421259.jpg
71jrGZ7BYYL,What word is above 'Girl'?,Black,d0/d0421259.jpg
71jrGZ7BYYL,How many words are written?,Three,d0/d0421259.jpg
71jrGZ7BYYL,What shape is the device?,Rectangular,d0/d0421259.jpg
81eRnQwnaFL,What brand is the product?,Amazon,bb/bba73534.jpg
81eRnQwnaFL,What is the flavor?,BRASILE,bb/bba73534.jpg
81eRnQwnaFL,What's the weight shown?,250g,bb/bba73534.jpg
81eRnQwnaFL,What shape is the box?,Rectangular,bb/bba73534.jpg
81eRnQwnaFL,What color is packaging?,Black,bb/bba73534.jpg
91nk5dIKX-L,What is the pillow's color?,White,d1/d13c2b76.jpg
91nk5dIKX-L,What shape is the pillow?,Square,d1/d13c2b76.jpg
